"Probe"	"gennames"	"biotype_gene"
"11715743_x_at"	NA	NA
"11715745_a_at"	"KIAA1191"	"protein_coding"
"11715746_a_at"	NA	NA
"11715747_a_at"	NA	NA
"11715748_at"	NA	NA
"11715749_s_at"	NA	NA
"11715750_at"	NA	NA
"11715751_a_at"	"DPYSL3"	"protein_coding"
"11715752_at"	"TSPAN7"	"protein_coding"
"11715753_a_at"	NA	NA
"11715754_at"	NA	NA
"11715755_a_at"	"ATIC"	"protein_coding"
"11715757_a_at"	"RGS2"	"protein_coding"
"11715758_at"	NA	NA
"11715759_at"	"RPL36AL"	"protein_coding"
"11715760_x_at"	"RPL36AL"	"protein_coding"
"11715761_a_at"	NA	NA
"11715762_s_at"	"AP1M1"	"protein_coding"
"11715763_a_at"	"PODXL"	"protein_coding"
"11715764_a_at"	"PODXL"	"protein_coding"
"11715765_a_at"	NA	NA
"11715766_a_at"	NA	NA
"11715768_x_at"	"SIRT2"	"protein_coding"
"11715769_a_at"	"SET"	"protein_coding"
"11715770_x_at"	"SET"	"protein_coding"
"11715771_a_at"	"MRPL13"	"protein_coding"
"11715772_x_at"	"MRPL13"	"protein_coding"
"11715773_a_at"	"IMP3"	"protein_coding"
"11715774_s_at"	NA	NA
"11715775_a_at"	NA	NA
"11715776_a_at"	"HSPB8"	"protein_coding"
"11715777_s_at"	NA	NA
"11715778_a_at"	"MTPN"	"protein_coding"
"11715779_a_at"	"HNRNPH2"	"protein_coding"
"11715780_x_at"	"HNRNPH2"	"protein_coding"
"11715781_a_at"	"EEF2"	"protein_coding"
"11715782_a_at"	"EEF2"	"protein_coding"
"11715783_x_at"	"EEF2"	"protein_coding"
"11715784_s_at"	NA	NA
"11715785_at"	"CRYBB2"	"protein_coding"
"11715786_at"	"PLOD3"	"protein_coding"
"11715787_x_at"	NA	NA
"11715788_a_at"	"SLC40A1"	"protein_coding"
"11715789_a_at"	"SLC40A1"	"protein_coding"
"11715790_a_at"	"MRPL37"	"protein_coding"
"11715791_at"	"TUBG1"	"protein_coding"
"11715792_a_at"	"STOM"	"protein_coding"
"11715793_a_at"	"ACTG2"	"protein_coding"
"11715794_x_at"	"ACTG2"	"protein_coding"
"11715795_at"	"MANF"	"protein_coding"
"11715796_s_at"	"LUM"	"protein_coding"
"11715797_a_at"	NA	NA
"11715798_x_at"	NA	NA
"11715799_s_at"	NA	NA
"11715800_at"	"PRRC2B"	"protein_coding"
"11715801_s_at"	NA	NA
"11715802_a_at"	"PRRC2B"	"protein_coding"
"11715803_a_at"	"ANXA6"	"protein_coding"
"11715804_s_at"	NA	NA
"11715805_a_at"	NA	NA
"11715806_a_at"	"SELENOW"	"protein_coding"
"11715807_a_at"	NA	NA
"11715808_a_at"	NA	NA
"11715809_a_at"	NA	NA
"11715810_a_at"	"TRIP12"	"protein_coding"
"11715811_s_at"	"MLLT6"	"protein_coding"
"11715812_s_at"	"MLLT6"	"protein_coding"
"11715813_at"	NA	"protein_coding"
"11715814_a_at"	NA	NA
"11715815_a_at"	"PSMC3"	"protein_coding"
"11715816_at"	"ZFP36L2"	"protein_coding"
"11715817_at"	"ZFP36L2"	"protein_coding"
"11715818_at"	"ZFP36L2"	"protein_coding"
"11715819_a_at"	"LRPAP1"	"protein_coding"
"11715820_a_at"	NA	NA
"11715821_a_at"	"SYPL1"	"protein_coding"
"11715822_s_at"	"SYPL1"	"protein_coding"
"11715823_x_at"	"SYPL1"	"protein_coding"
"11715824_at"	"NOP10"	"protein_coding"
"11715825_a_at"	"PRMT1"	"protein_coding"
"11715826_x_at"	"HMG20B"	"protein_coding"
"11715828_a_at"	"M6PR"	"protein_coding"
"11715829_at"	"PLS3"	"protein_coding"
"11715830_s_at"	"PLS3"	"protein_coding"
"11715831_s_at"	"SURF4"	"protein_coding"
"11715832_s_at"	"SURF4"	"protein_coding"
"11715833_a_at"	"RUVBL1"	"protein_coding"
"11715834_x_at"	"RUVBL1"	"protein_coding"
"11715835_a_at"	NA	NA
"11715837_a_at"	NA	NA
"11715838_a_at"	"NEU1"	"protein_coding"
"11715839_a_at"	"SDHC"	"protein_coding"
"11715841_at"	"MAPK1"	"protein_coding"
"11715842_a_at"	"MAPK1"	"protein_coding"
"11715843_at"	"MAPK1"	"protein_coding"
"11715844_s_at"	"PTPRF"	"protein_coding"
"11715845_s_at"	"PTPRF"	"protein_coding"
"11715846_at"	"EFEMP1"	"protein_coding"
"11715847_x_at"	"PLAT"	"protein_coding"
"11715849_a_at"	NA	NA
"11715850_x_at"	NA	NA
"11715851_s_at"	"CLU"	"protein_coding"
"11715852_at"	"PDGFRB"	"protein_coding"
"11715853_a_at"	"PDGFRB"	"protein_coding"
"11715854_at"	"PDGFRB"	"protein_coding"
"11715855_a_at"	"PRCP"	"protein_coding"
"11715856_s_at"	"PRCP"	"protein_coding"
"11715857_a_at"	"NCKAP1"	"protein_coding"
"11715858_s_at"	"NCKAP1"	"protein_coding"
"11715859_at"	"RIC8A"	"protein_coding"
"11715860_a_at"	"RIC8A"	"protein_coding"
"11715861_a_at"	"ACTN4"	"protein_coding"
"11715862_x_at"	"CDIPT"	"protein_coding"
"11715863_x_at"	"DDAH2"	"protein_coding"
"11715864_a_at"	"HACD3"	"protein_coding"
"11715865_a_at"	NA	NA
"11715866_x_at"	NA	NA
"11715867_x_at"	"MRPL41"	"protein_coding"
"11715868_a_at"	"TINF2"	"protein_coding"
"11715869_x_at"	"TINF2"	"protein_coding"
"11715871_a_at"	"UFD1L"	"protein_coding"
"11715872_at"	"ZFAND3"	"protein_coding"
"11715873_a_at"	"OLFML3"	"protein_coding"
"11715874_s_at"	NA	NA
"11715875_a_at"	"COMMD7"	"protein_coding"
"11715876_at"	NA	NA
"11715877_s_at"	NA	NA
"11715878_a_at"	"PITPNA"	"protein_coding"
"11715879_a_at"	"PITPNA"	"protein_coding"
"11715880_a_at"	"PITPNA"	"protein_coding"
"11715881_a_at"	"DAP3"	"protein_coding"
"11715882_s_at"	"DAP3"	"protein_coding"
"11715883_x_at"	"DAP3"	"protein_coding"
"11715884_a_at"	"TMEM248"	"protein_coding"
"11715885_at"	"TMEM248"	"protein_coding"
"11715886_at"	"PIP4K2B"	"protein_coding"
"11715887_s_at"	"PIP4K2B"	"protein_coding"
"11715888_s_at"	"PIP4K2B"	"protein_coding"
"11715889_a_at"	"ATP5I"	"protein_coding"
"11715890_x_at"	NA	NA
"11715891_at"	"PNLIP"	"protein_coding"
"11715892_a_at"	NA	NA
"11715893_s_at"	"IFI27"	"protein_coding"
"11715894_x_at"	NA	NA
"11715895_at"	"SCARB2"	"protein_coding"
"11715896_s_at"	"SCARB2"	"protein_coding"
"11715897_at"	"SCARB2"	"protein_coding"
"11715898_a_at"	"TNIP1"	"protein_coding"
"11715899_a_at"	"SUCLG1"	"protein_coding"
"11715900_a_at"	"COASY"	"protein_coding"
"11715902_a_at"	"DDX23"	"protein_coding"
"11715903_at"	"DDX3X"	"protein_coding"
"11715904_s_at"	"DDX3X"	"protein_coding"
"11715905_x_at"	"DDX3X"	"protein_coding"
"11715906_a_at"	"FAM96B"	"protein_coding"
"11715907_s_at"	"FAM96B"	"protein_coding"
"11715908_at"	"MYO6"	"protein_coding"
"11715909_s_at"	"MYO6"	"protein_coding"
"11715910_a_at"	"MYO6"	"protein_coding"
"11715911_at"	"MYO6"	"protein_coding"
"11715912_at"	"EFNB1"	"protein_coding"
"11715913_s_at"	"EFNB1"	"protein_coding"
"11715914_at"	"EFNB1"	"protein_coding"
"11715915_a_at"	"CD44"	"protein_coding"
"11715916_a_at"	"CD44"	"protein_coding"
"11715917_a_at"	"CD44"	"protein_coding"
"11715918_s_at"	"CD24"	"protein_coding"
"11715919_a_at"	NA	NA
"11715920_a_at"	"PGRMC2"	"protein_coding"
"11715921_a_at"	"SEPT9"	"protein_coding"
"11715922_x_at"	"SEPT9"	"protein_coding"
"11715923_a_at"	"GSS"	"protein_coding"
"11715924_a_at"	"TRAM1"	"protein_coding"
"11715925_a_at"	"TRAM1"	"protein_coding"
"11715926_s_at"	"PLEC"	"protein_coding"
"11715927_x_at"	"SH3GL1"	"protein_coding"
"11715928_a_at"	"SH3GL1"	"protein_coding"
"11715929_x_at"	"SH3GL1"	"protein_coding"
"11715930_at"	NA	NA
"11715931_s_at"	"SGK1"	"protein_coding"
"11715932_s_at"	"TUBB6"	"protein_coding"
"11715933_a_at"	"PPP1R7"	"protein_coding"
"11715934_s_at"	NA	NA
"11715935_a_at"	"NBEAL2"	"protein_coding"
"11715936_x_at"	"NBEAL2"	"protein_coding"
"11715937_a_at"	"KHDRBS1"	"protein_coding"
"11715938_x_at"	"KHDRBS1"	"protein_coding"
"11715939_a_at"	"KHDRBS1"	"protein_coding"
"11715940_s_at"	"KHDRBS1"	"protein_coding"
"11715941_s_at"	NA	NA
"11715942_a_at"	"AQP1"	"protein_coding"
"11715943_x_at"	"PSMB1"	"protein_coding"
"11715944_at"	"TSG101"	"protein_coding"
"11715945_a_at"	"RALB"	"protein_coding"
"11715946_a_at"	"RALB"	"protein_coding"
"11715947_a_at"	"KCTD12"	"protein_coding"
"11715948_at"	"KCTD12"	"protein_coding"
"11715949_s_at"	"KCTD12"	"protein_coding"
"11715950_a_at"	"KCTD12"	"protein_coding"
"11715951_s_at"	"KCTD12"	"protein_coding"
"11715952_a_at"	"MBTPS1"	"protein_coding"
"11715953_a_at"	"MBTPS1"	"protein_coding"
"11715954_a_at"	"CNDP2"	"protein_coding"
"11715955_a_at"	"ARL6IP5"	"protein_coding"
"11715956_s_at"	"ARL6IP5"	"protein_coding"
"11715957_s_at"	"PEPD"	"protein_coding"
"11715959_a_at"	"SREBF1"	"protein_coding"
"11715960_x_at"	NA	NA
"11715961_a_at"	NA	NA
"11715962_at"	NA	NA
"11715963_a_at"	"SPTAN1"	"protein_coding"
"11715964_x_at"	"SPTAN1"	"protein_coding"
"11715965_at"	"ST14"	"protein_coding"
"11715967_a_at"	NA	NA
"11715969_a_at"	"EPRS"	"protein_coding"
"11715970_a_at"	"EPRS"	"protein_coding"
"11715971_a_at"	NA	NA
"11715972_at"	"SMOC2"	"protein_coding"
"11715973_a_at"	"MTFR1L"	"protein_coding"
"11715974_x_at"	"MTFR1L"	"protein_coding"
"11715975_a_at"	NA	NA
"11715976_a_at"	NA	NA
"11715977_a_at"	"VGLL4"	"protein_coding"
"11715978_a_at"	"C6orf48"	"protein_coding"
"11715979_x_at"	"BRK1"	"protein_coding"
"11715980_at"	NA	NA
"11715981_a_at"	"VPS11"	"protein_coding"
"11715982_a_at"	"DUS1L"	"protein_coding"
"11715983_a_at"	"ADNP"	"protein_coding"
"11715984_s_at"	"ADNP"	"protein_coding"
"11715985_x_at"	"HTN3"	"protein_coding"
"11715986_s_at"	"YPEL5"	"protein_coding"
"11715987_a_at"	NA	NA
"11715988_x_at"	NA	NA
"11715989_a_at"	"JTB"	"protein_coding"
"11715990_s_at"	"COX7A2L"	"protein_coding"
"11715991_a_at"	"MCM2"	"protein_coding"
"11715992_s_at"	"MCM2"	"protein_coding"
"11715993_s_at"	"SPG7"	"protein_coding"
"11715994_x_at"	"ID2"	"protein_coding"
"11715995_at"	"MRPL16"	"protein_coding"
"11715996_a_at"	"NOSIP"	"protein_coding"
"11715997_a_at"	"NDUFC1"	"protein_coding"
"11715998_s_at"	"CAB39"	"protein_coding"
"11715999_a_at"	"CAB39"	"protein_coding"
"11716000_a_at"	"FAF2"	"protein_coding"
"11716001_at"	"FAF2"	"protein_coding"
"11716002_at"	"FAF2"	"protein_coding"
"11716003_a_at"	"FAF2"	"protein_coding"
"11716004_at"	"FAF2"	"protein_coding"
"11716005_a_at"	"HYOU1"	"protein_coding"
"11716006_a_at"	"HYOU1"	"protein_coding"
"11716007_a_at"	NA	NA
"11716008_x_at"	NA	NA
"11716009_a_at"	NA	NA
"11716010_s_at"	NA	NA
"11716011_a_at"	"TNFAIP1"	"protein_coding"
"11716012_at"	"TNFAIP1"	"protein_coding"
"11716013_s_at"	"TMEM258"	"protein_coding"
"11716014_a_at"	"SERPINF1"	"protein_coding"
"11716015_a_at"	"CMTM3"	"protein_coding"
"11716016_at"	NA	NA
"11716017_at"	NA	NA
"11716018_s_at"	"RAB31"	"protein_coding"
"11716019_at"	NA	NA
"11716020_s_at"	NA	NA
"11716021_x_at"	NA	NA
"11716022_at"	"GRK2"	"protein_coding"
"11716023_s_at"	"GRK2"	"protein_coding"
"11716024_a_at"	"GOLGA7"	"protein_coding"
"11716025_a_at"	"GOLGA7"	"protein_coding"
"11716027_at"	"SELENOT"	"protein_coding"
"11716028_x_at"	"SELENOT"	"protein_coding"
"11716029_a_at"	"NDUFB9"	"protein_coding"
"11716030_x_at"	NA	NA
"11716031_s_at"	NA	NA
"11716032_s_at"	NA	NA
"11716033_at"	"SLPI"	"protein_coding"
"11716034_a_at"	"BST2"	"protein_coding"
"11716035_at"	"BST2"	"protein_coding"
"11716036_x_at"	"BST2"	"protein_coding"
"11716037_x_at"	"GPAA1"	"protein_coding"
"11716038_s_at"	NA	NA
"11716039_a_at"	NA	NA
"11716040_a_at"	"RPS5"	"protein_coding"
"11716041_a_at"	"PPP2CB"	"protein_coding"
"11716042_x_at"	"PPP2CB"	"protein_coding"
"11716043_a_at"	"FAM168B"	"protein_coding"
"11716044_a_at"	"FAM168B"	"protein_coding"
"11716045_s_at"	"FAM168B"	"protein_coding"
"11716046_a_at"	NA	NA
"11716048_at"	"TRIB1"	"protein_coding"
"11716049_a_at"	"TRIB1"	"protein_coding"
"11716050_at"	"GBF1"	"protein_coding"
"11716051_at"	"LAMC1"	"protein_coding"
"11716052_s_at"	"LAMC1"	"protein_coding"
"11716053_a_at"	"LAMC1"	"protein_coding"
"11716054_at"	"LAMC1"	"protein_coding"
"11716055_s_at"	"STMN3"	"protein_coding"
"11716056_a_at"	"STMN3"	"protein_coding"
"11716057_a_at"	NA	NA
"11716058_a_at"	"EFTUD2"	"protein_coding"
"11716059_x_at"	"EFTUD2"	"protein_coding"
"11716060_at"	"PRDX4"	"protein_coding"
"11716061_a_at"	"FAM162A"	"protein_coding"
"11716062_a_at"	"TNC"	"protein_coding"
"11716063_at"	"TNC"	"protein_coding"
"11716064_a_at"	NA	NA
"11716065_at"	NA	NA
"11716066_x_at"	NA	NA
"11716067_at"	NA	NA
"11716068_a_at"	NA	NA
"11716069_at"	"DESI2"	"protein_coding"
"11716070_a_at"	"DESI2"	"protein_coding"
"11716071_s_at"	"PIM3"	"protein_coding"
"11716072_s_at"	"ATP6V1B2"	"protein_coding"
"11716073_a_at"	"ATP6V1B2"	"protein_coding"
"11716074_x_at"	"HSBP1"	"protein_coding"
"11716075_a_at"	"HSBP1"	"protein_coding"
"11716076_at"	"HSBP1"	"protein_coding"
"11716077_x_at"	"HSBP1"	"protein_coding"
"11716078_a_at"	"ELOVL5"	"protein_coding"
"11716079_a_at"	"CALCOCO1"	"protein_coding"
"11716080_a_at"	"CALCOCO1"	"protein_coding"
"11716081_a_at"	NA	NA
"11716082_s_at"	NA	NA
"11716083_a_at"	"AHSA1"	"protein_coding"
"11716084_at"	"SF3B1"	"protein_coding"
"11716085_at"	"SF3B1"	"protein_coding"
"11716086_a_at"	"PXDN"	"protein_coding"
"11716087_s_at"	NA	NA
"11716088_s_at"	NA	NA
"11716089_x_at"	NA	NA
"11716090_a_at"	NA	NA
"11716091_x_at"	NA	NA
"11716093_a_at"	"KLF6"	"protein_coding"
"11716094_a_at"	"KLF6"	"protein_coding"
"11716095_s_at"	"KLF6"	"protein_coding"
"11716096_a_at"	"SGTA"	"protein_coding"
"11716097_a_at"	NA	NA
"11716099_s_at"	NA	NA
"11716100_a_at"	"ATG3"	"protein_coding"
"11716101_s_at"	"ATG3"	"protein_coding"
"11716102_x_at"	"ATG3"	"protein_coding"
"11716103_a_at"	"PCNA"	"protein_coding"
"11716104_a_at"	"MPZL1"	"protein_coding"
"11716105_a_at"	"MPZL1"	"protein_coding"
"11716106_x_at"	"TOMM22"	"protein_coding"
"11716107_a_at"	"TOMM22"	"protein_coding"
"11716108_a_at"	"XPNPEP1"	"protein_coding"
"11716109_a_at"	"PIGR"	"protein_coding"
"11716110_s_at"	"PIGR"	"protein_coding"
"11716111_x_at"	"PIGR"	"protein_coding"
"11716112_at"	"PIGR"	"protein_coding"
"11716113_a_at"	"STAMBP"	"protein_coding"
"11716114_x_at"	"POR"	"protein_coding"
"11716115_s_at"	"ZFP36L1"	"protein_coding"
"11716116_at"	"NDUFS6"	"protein_coding"
"11716117_at"	"PDIA4"	"protein_coding"
"11716118_a_at"	"PDIA4"	"protein_coding"
"11716119_x_at"	"PDIA4"	"protein_coding"
"11716120_a_at"	"WDR34"	"protein_coding"
"11716121_s_at"	NA	NA
"11716123_a_at"	"NAT10"	"protein_coding"
"11716124_a_at"	"NAT10"	"protein_coding"
"11716125_a_at"	NA	NA
"11716126_x_at"	NA	NA
"11716127_a_at"	"BAG1"	"protein_coding"
"11716128_at"	"IGF2R"	"protein_coding"
"11716129_at"	"IGF2R"	"protein_coding"
"11716130_a_at"	"FSTL3"	"protein_coding"
"11716131_s_at"	"FSTL3"	"protein_coding"
"11716132_a_at"	"FSTL3"	"protein_coding"
"11716133_a_at"	"MTOR"	"protein_coding"
"11716134_a_at"	"MTOR"	"protein_coding"
"11716135_a_at"	"MVP"	"protein_coding"
"11716136_s_at"	"TMEM30A"	"protein_coding"
"11716137_a_at"	"TMEM30A"	"protein_coding"
"11716138_a_at"	"TMEM30A"	"protein_coding"
"11716140_x_at"	"SMS"	"protein_coding"
"11716141_a_at"	"SIGMAR1"	"protein_coding"
"11716142_x_at"	"SIGMAR1"	"protein_coding"
"11716143_a_at"	"SIGMAR1"	"protein_coding"
"11716144_a_at"	"PDCD6IP"	"protein_coding"
"11716145_a_at"	"PDCD6IP"	"protein_coding"
"11716146_x_at"	"PRKACA"	"protein_coding"
"11716147_s_at"	"CHMP7"	"protein_coding"
"11716148_a_at"	NA	NA
"11716149_a_at"	"PMEPA1"	"protein_coding"
"11716150_a_at"	"PMEPA1"	"protein_coding"
"11716151_a_at"	"PMEPA1"	"protein_coding"
"11716152_s_at"	NA	NA
"11716153_a_at"	"PAFAH1B1"	"protein_coding"
"11716154_x_at"	NA	NA
"11716155_s_at"	"B4GALT1"	"protein_coding"
"11716156_a_at"	"B4GALT1"	"protein_coding"
"11716157_at"	"BAHD1"	"protein_coding"
"11716158_a_at"	NA	NA
"11716159_a_at"	NA	NA
"11716160_at"	"LBH"	"protein_coding"
"11716161_s_at"	"LBH"	"protein_coding"
"11716162_at"	"LBH"	"protein_coding"
"11716164_x_at"	"CIAPIN1"	"protein_coding"
"11716165_a_at"	"MGST3"	"protein_coding"
"11716167_a_at"	"MX1"	"protein_coding"
"11716168_s_at"	"MRFAP1L1"	"protein_coding"
"11716169_at"	"CCDC28A"	"protein_coding"
"11716170_at"	"LMNB2"	"protein_coding"
"11716171_s_at"	"LMNB2"	"protein_coding"
"11716172_at"	"SYVN1"	"protein_coding"
"11716173_a_at"	"P4HB"	"protein_coding"
"11716174_s_at"	NA	NA
"11716175_x_at"	NA	NA
"11716176_s_at"	"METAP2"	"protein_coding"
"11716177_a_at"	"METAP2"	"protein_coding"
"11716178_s_at"	"C5orf15"	"protein_coding"
"11716179_at"	"C5orf15"	"protein_coding"
"11716180_at"	"VPS25"	"protein_coding"
"11716181_x_at"	NA	NA
"11716182_s_at"	"ALCAM"	"protein_coding"
"11716183_a_at"	"ALCAM"	"protein_coding"
"11716184_s_at"	"ALCAM"	"protein_coding"
"11716185_a_at"	"ALCAM"	"protein_coding"
"11716186_s_at"	"ALCAM"	"protein_coding"
"11716187_a_at"	NA	NA
"11716188_s_at"	"SEC13"	"protein_coding"
"11716189_x_at"	"SEC13"	"protein_coding"
"11716190_a_at"	"VWA9"	"protein_coding"
"11716191_at"	"VWA9"	"protein_coding"
"11716192_a_at"	"SETD2"	"protein_coding"
"11716193_s_at"	"SETD2"	"protein_coding"
"11716194_a_at"	"SETD2"	"protein_coding"
"11716195_a_at"	"ID1"	"protein_coding"
"11716196_x_at"	"ID1"	"protein_coding"
"11716197_a_at"	"ADIPOR2"	"protein_coding"
"11716199_x_at"	NA	NA
"11716200_s_at"	"UBE2Q2"	"protein_coding"
"11716201_x_at"	"PISD"	"protein_coding"
"11716202_a_at"	"PFKM"	"protein_coding"
"11716203_a_at"	NA	NA
"11716204_a_at"	"ASNA1"	"protein_coding"
"11716205_a_at"	"NDUFA8"	"protein_coding"
"11716206_a_at"	"GLUD1"	"protein_coding"
"11716208_s_at"	"GLUD1"	"protein_coding"
"11716209_a_at"	"VPS28"	"protein_coding"
"11716210_at"	"CITED2"	"protein_coding"
"11716211_a_at"	"HIBADH"	"protein_coding"
"11716212_a_at"	"HIBADH"	"protein_coding"
"11716213_a_at"	"PLXNB2"	"protein_coding"
"11716214_a_at"	"PRPF3"	"protein_coding"
"11716215_at"	"E2F4"	"protein_coding"
"11716216_at"	"E2F4"	"protein_coding"
"11716217_a_at"	"PRKAB1"	"protein_coding"
"11716218_s_at"	"PRKAB1"	"protein_coding"
"11716219_a_at"	"EIF2S1"	"protein_coding"
"11716220_x_at"	"EIF2S1"	"protein_coding"
"11716221_at"	"EIF2S1"	"protein_coding"
"11716222_a_at"	"RNASE1"	"protein_coding"
"11716223_a_at"	"SEC61G"	"protein_coding"
"11716224_a_at"	"CKAP5"	"protein_coding"
"11716225_a_at"	NA	NA
"11716226_a_at"	"LIMA1"	"protein_coding"
"11716227_a_at"	"MPDU1"	"protein_coding"
"11716228_x_at"	"MPDU1"	"protein_coding"
"11716229_s_at"	"TMEM167B"	"protein_coding"
"11716230_s_at"	"TMEM167B"	"protein_coding"
"11716231_s_at"	"TMEM167B"	"protein_coding"
"11716232_at"	NA	NA
"11716233_a_at"	NA	NA
"11716234_s_at"	NA	NA
"11716235_a_at"	"RAE1"	"protein_coding"
"11716236_s_at"	"RAE1"	"protein_coding"
"11716237_s_at"	"MGAT1"	"protein_coding"
"11716238_at"	"ARHGAP1"	"protein_coding"
"11716240_at"	"RAB6A"	"protein_coding"
"11716241_x_at"	"RAB6A"	"protein_coding"
"11716243_a_at"	NA	NA
"11716244_s_at"	"WASF2"	"protein_coding"
"11716245_at"	"WASF2"	"protein_coding"
"11716246_at"	"WASF2"	"protein_coding"
"11716247_s_at"	"TOP2B"	"protein_coding"
"11716248_a_at"	"TMED9"	"protein_coding"
"11716249_x_at"	"TMED9"	"protein_coding"
"11716250_a_at"	"RBFOX2"	"protein_coding"
"11716251_x_at"	"RBFOX2"	"protein_coding"
"11716252_a_at"	"RBFOX2"	"protein_coding"
"11716253_a_at"	"RBFOX2"	"protein_coding"
"11716254_s_at"	"RBFOX2"	"protein_coding"
"11716255_a_at"	"ECE1"	"protein_coding"
"11716256_x_at"	"ECE1"	"protein_coding"
"11716257_s_at"	"RERE"	"protein_coding"
"11716258_at"	"RHEB"	"protein_coding"
"11716259_at"	"RHEB"	"protein_coding"
"11716260_s_at"	"RHEB"	"protein_coding"
"11716261_a_at"	NA	NA
"11716262_a_at"	NA	NA
"11716263_s_at"	"LEPROTL1"	"protein_coding"
"11716264_at"	"LEPROTL1"	"protein_coding"
"11716265_a_at"	"UBE2A"	"protein_coding"
"11716266_s_at"	"UBE2A"	"protein_coding"
"11716267_at"	"AK1"	"protein_coding"
"11716268_at"	NA	NA
"11716269_s_at"	NA	NA
"11716270_a_at"	"SLIRP"	"protein_coding"
"11716271_at"	NA	NA
"11716272_a_at"	"POLR2E"	"protein_coding"
"11716273_x_at"	"POLR2E"	"protein_coding"
"11716274_a_at"	"ENSA"	"protein_coding"
"11716275_a_at"	"CBX5"	"protein_coding"
"11716276_a_at"	"CBX5"	"protein_coding"
"11716277_a_at"	"CBX5"	"protein_coding"
"11716279_x_at"	"CBX5"	"protein_coding"
"11716280_a_at"	"CBX5"	"protein_coding"
"11716281_a_at"	NA	NA
"11716282_s_at"	"FURIN"	"protein_coding"
"11716283_at"	"PAPD7"	"protein_coding"
"11716284_s_at"	"GLO1"	"protein_coding"
"11716285_a_at"	"VAMP3"	"protein_coding"
"11716286_at"	"VAMP3"	"protein_coding"
"11716287_at"	"RABAC1"	"protein_coding"
"11716288_s_at"	"ESYT1"	"protein_coding"
"11716289_a_at"	NA	NA
"11716290_a_at"	"MRPL22"	"protein_coding"
"11716291_s_at"	"HNRNPA0"	"protein_coding"
"11716292_a_at"	"G6PD"	"protein_coding"
"11716293_x_at"	"G6PD"	"protein_coding"
"11716294_a_at"	"CARS"	"protein_coding"
"11716295_at"	"FLOT2"	"protein_coding"
"11716296_at"	"FLOT2"	"protein_coding"
"11716297_a_at"	"CLPTM1"	"protein_coding"
"11716298_x_at"	"CLPTM1"	"protein_coding"
"11716299_a_at"	NA	NA
"11716300_x_at"	NA	NA
"11716301_a_at"	NA	NA
"11716302_s_at"	"ACSL1"	"protein_coding"
"11716303_s_at"	"SRSF6"	"protein_coding"
"11716304_a_at"	NA	NA
"11716305_at"	"ATXN10"	"protein_coding"
"11716306_a_at"	"ATXN10"	"protein_coding"
"11716307_at"	NA	NA
"11716308_s_at"	"CYBRD1"	"protein_coding"
"11716309_a_at"	"CYBRD1"	"protein_coding"
"11716310_a_at"	"CYBRD1"	"protein_coding"
"11716311_x_at"	"LSM3"	"protein_coding"
"11716312_at"	"MRPS21"	"protein_coding"
"11716313_x_at"	NA	NA
"11716314_at"	NA	NA
"11716315_at"	"MRPL15"	"protein_coding"
"11716316_x_at"	"CYTH2"	"protein_coding"
"11716317_at"	"CYTH2"	"protein_coding"
"11716318_x_at"	"MAP2K2"	"protein_coding"
"11716319_at"	"IGBP1"	"protein_coding"
"11716321_a_at"	"NAXD"	"protein_coding"
"11716322_s_at"	"PRKCDBP"	"protein_coding"
"11716323_at"	"ICMT"	"protein_coding"
"11716324_a_at"	"ICMT"	"protein_coding"
"11716325_a_at"	"CLK1"	"protein_coding"
"11716326_a_at"	"GJA1"	"protein_coding"
"11716327_x_at"	"GJA1"	"protein_coding"
"11716328_a_at"	"GJA1"	"protein_coding"
"11716329_s_at"	"GJA1"	"protein_coding"
"11716330_a_at"	"DNAJB6"	"protein_coding"
"11716331_a_at"	"DNAJB6"	"protein_coding"
"11716332_a_at"	"RPL28"	"protein_coding"
"11716333_x_at"	"RPL28"	"protein_coding"
"11716334_a_at"	"RBX1"	"protein_coding"
"11716335_x_at"	"RBX1"	"protein_coding"
"11716336_a_at"	"PRCC"	"protein_coding"
"11716337_s_at"	"INSIG1"	"protein_coding"
"11716338_a_at"	"INSIG1"	"protein_coding"
"11716339_a_at"	"INSIG1"	"protein_coding"
"11716340_a_at"	"NDUFS4"	"protein_coding"
"11716341_s_at"	"EFNA1"	"protein_coding"
"11716343_a_at"	"JUP"	"protein_coding"
"11716344_a_at"	"ZCCHC3"	"protein_coding"
"11716345_a_at"	"BACE2"	"protein_coding"
"11716346_at"	NA	NA
"11716347_a_at"	NA	NA
"11716348_s_at"	NA	NA
"11716349_a_at"	"TMEM214"	"protein_coding"
"11716350_a_at"	NA	NA
"11716351_s_at"	NA	NA
"11716352_a_at"	NA	NA
"11716353_x_at"	"STARD3"	"protein_coding"
"11716354_a_at"	NA	NA
"11716355_s_at"	NA	NA
"11716356_at"	"TMEM167A"	"protein_coding"
"11716357_a_at"	NA	NA
"11716358_s_at"	NA	NA
"11716359_a_at"	"FAM96A"	"protein_coding"
"11716360_a_at"	"CNIH1"	"protein_coding"
"11716361_a_at"	"FAF1"	"protein_coding"
"11716362_a_at"	"FAF1"	"protein_coding"
"11716363_x_at"	"FAF1"	"protein_coding"
"11716364_s_at"	"ASNS"	"protein_coding"
"11716365_x_at"	"ASNS"	"protein_coding"
"11716368_x_at"	NA	NA
"11716369_x_at"	NA	NA
